Avg. Income,Avg. House Age,Avg. Number of Bedrooms,Avg. Number of Bathrooms,Area Population,Price,SqFt
93178.4867,6.319831312,7.253842719,6.45,42808.64778,1949577.954,3262.1528157
69949.35407,5.21606795,5.959743409,4.32,37358.20127,1057799.242,2381.9230227
85903.37586,5.66211514,6.747627878,2.07,25593.11792,1585873.833,2519.2883634
65283.63689,5.576406098,7.399011014,4.08,37824.71167,1168993.759,3086.7033042
79191.81762,7.145613977,5.873084078,4.01,35107.13908,1431915.977,2310.9252233999996
72242.59666,4.760142523,7.513012843,6.43,43987.87713,1409439.076,3322.9038529
63125.75538,7.167703013,7.877242793,3.29,51218.99899,1496724.381,3048.1728379
78581.2619,5.55806725,7.303732185,4.31,50891.20239,1566567.883,2945.1196555
59481.78201,4.776719387,7.545438447,4.31,31200.96783,986113.2395,2934.6315341
66770.22003,5.053486344,6.619484577,4.47,33238.33274,885611.5783,2746.8453731
75368.58869,5.745297007,6.634890167,3.24,32075.26752,1102259.539,2792.4670501
60419.89076,6.850527928,6.963875476,2.36,38272.92156,1268125.838,2635.1626428
78555.1295,7.604253501,6.439048721,4.34,34514.15856,1580691.617,2782.7146162999998
82073.52162,5.003089091,7.089930194,4.23,36337.02712,1128644.462,2680.9790582
64254.16327,5.094476307,8.629541561,4.19,58051.03905,1524689.063,3264.8624683
53432.58657,6.676447492,8.553895393,5.3,36804.94867,1176420.559,3480.1686179
67883.12867,7.143956543,7.584188396,5.41,34639.41154,1456273.724,3220.2565188
91832.98969,6.127772147,7.598933045,4.45,31105.11339,1777516.449,3109.6799135
70670.87889,6.581627437,6.477494893,3.17,23592.15759,1237902.82,2503.2484679
70315.42927,5.878218173,6.486461751,4.33,49697.93279,1385783.517,2496.9385253
48362.98195,6.151659517,8.252002288,4.19,49354.12973,1035125.857,3011.6006864
74022.13942,6.744098524,5.57541385,4.2,30053.43719,1358899.686,2448.6241550000004
65182.71263,4.854051621,8.197046931,6.11,48109.1123,1311145.968,3247.1140793
54048.69105,4.391004045,7.841066299,5.2,42177.96629,919926.9985,3342.3198897
72283.94853,5.272670247,5.632025807,4.09,40277.39454,985866.0316,2372.6077421
82476.02893,4.920560166,6.32000113,3.39,30985.33652,1196204.886,2528.000339
79771.83047,6.486915564,7.212339702,5.05,30611.54333,1435981.22,2880.7019106000002
57236.16689,3.942530861,7.974419343,3.28,24726.10474,752800.1475,2933.3258029
43952.33621,5.416065414,7.327671148,4.41,25139.44994,324981.993,2960.3013444000003
56721.45495,7.14824024,7.54168795,3.46,22904.14664,1127637.557,2873.506385
56654.96239,5.187860246,5.336778219,3.31,25801.96593,239319.9342,2350.0334657000003
40185.73389,5.949763033,5.753579051,4.01,37766.66757,529282.0844,2358.0737153
71227.38881,6.996436453,8.006614296,4.21,20096.29142,1455691.797,3306.9842888000003
52444.86386,8.190784778,7.162284528,4.38,39288.46015,1371527.327,2949.6853584
56825.74733,6.558666036,7.792875895,6.46,43474.77738,1231452.189,3137.8627685
55621.8991,3.735941791,6.868290757,2.3,63184.61315,1102641.114,2748.4872271
66510.00932,5.04681834,5.52758659,2.47,29293.61895,758262.6121,2135.2759770000002
62639.15981,5.550184071,5.457060935,2.27,27812.68591,476971.4559,2251.1182805
79452.82306,6.149033107,6.907296632,4.49,44852.0925,1706689.94,2886.1889896000002
83137.39364,5.395238142,5.790228359,2.46,30482.56459,1079745.119,2448.0685077
69143.47076,4.982273043,6.811614747,4.28,24405.28272,766594.3397,2732.4844241
68277.67278,5.930549621,5.411953103,3.46,38099.86749,905045.2177,2448.5859308999998
72251.03755,6.669852608,7.147346333,4.3,34878.59725,1425114.718,2760.2038999
71373.97904,5.466350329,7.104610565,5.32,51509.59929,1512542.441,2817.3831695
81503.47406,6.776381473,6.72443917,3.15,46674.36501,1650342.131,2719.3317509999997
60569.19993,7.606682442,8.416866964,3.23,16351.20287,1112548.479,3125.0600892
72683.52988,6.033750501,6.753219361,3.47,18539.1007,942508.9622,2862.9658083000004
73763.56611,6.416791877,7.721937078,4.43,38550.70736,1642844.649,3207.5811234
75780.62112,5.100682906,7.090924494,4.45,34944.98176,1078713.227,2679.2773482000002
77882.87702,6.105278889,7.036667012,6.01,27528.74642,1333865.438,3132.0001036
70608.37229,4.438005316,7.281183442,3.36,24387.6079,684049.9193,2932.3550326
67782.87109,5.670682598,8.02778505,6.24,46608.22612,1311067.446,3378.335515
57714.75253,4.964759603,7.798048421,5.4,53100.99891,1172133.487,3301.4145263
88613.8699,3.479985415,7.559136434,5.17,42905.09538,1419536.259,3138.7409302
73559.42856,6.156990736,6.962139586,4.39,34374.5912,1288426.694,2954.6418758
81775.62655,5.772011878,7.496476798,6.34,30070.72806,1500939.827,3035.9430394
42462.09959,6.039003284,8.058236768,4.18,42191.77602,1000087.121,3183.4710304
72096.85211,6.398037242,9.32133413,3.32,31584.37937,1457767.533,3466.400239
43921.99999,5.859730235,7.405887952,5.08,42250.79603,747933.4869,3057.7663856
64114.95832,6.615282097,7.33696283,3.32,25273.20785,1024738.285,2699.088849
77573.87071,4.977367374,8.005913674,3.09,39055.11426,1517666.855,2860.7741022
70036.83153,6.294500495,6.169512175,2.33,25064.26712,953840.6976,2279.8536525
71183.73751,5.409874135,7.401814643,4.09,46955.01013,1375497.973,2820.5443929
67315.59537,6.639948342,8.854531011,4.15,37811.20888,1645530.056,3434.3593033
72813.80169,8.543764348,8.204047154,3.42,35014.84821,1727006.951,3193.2141462
73023.32561,5.691798358,8.156580335,5.0,40512.89327,1597330.411,3141.9741004999996
67569.87705,7.058241204,6.702655681,4.11,49054.8713,1688279.308,2608.7967043000003
69972.85225,6.444044968,7.295573322,4.3,37815.49404,1398310.2,2795.6719966
73231.05159,5.452384484,5.108517592,3.08,40788.10928,1100093.909,2227.5552776
80577.73068,5.900963185,7.690169183,5.15,36463.03327,1505560.54,3041.0507549
64754.56545,7.561983037,5.672823579,2.16,27143.01692,1105990.694,2318.8470737
55435.64378,5.134472646,7.882091495,5.12,23503.16064,789043.8512,3375.6274485
65510.66003,4.340528836,5.43258873,2.26,45111.81139,756319.734,2119.776619
82855.94,6.813064895,8.213717355,5.37,36954.33556,1856782.783,3282.1152065
89338.45337,3.983346134,6.611314226,3.22,41264.90672,1222020.821,2802.3942678000003
45990.12374,6.788986819,7.207150836,3.36,41553.83956,1043968.399,2820.1452508
76801.49678,6.264613212,7.343435592,5.44,48481.66451,1673294.246,3157.0306775999998
61606.92174,6.89584933,6.004365015,2.06,40496.06977,1325860.533,2113.3095045
65428.3117,6.528543309,7.640040242,5.41,33141.30823,1236044.316,3262.0120726
56697.58515,6.396024279,6.463455068,2.13,37973.36334,1030759.7,2514.0365204
92151.66658,5.640918859,6.509836777,2.21,37067.68246,1609581.804,2433.9510331
78555.93285,5.904536932,6.211583196,3.39,29758.99972,1292287.095,2452.4749588000004
72204.15622,5.33803219,7.617082958,5.25,28943.15764,1057697.703,2994.1248874000003
51741.87097,7.694068722,4.406835938,2.45,32730.92971,768152.791,1813.0507814000002
71082.11278,7.608168693,6.69972914,4.36,31327.51888,1513427.551,2656.918742
71328.70444,6.62166574,6.93275635,4.36,28053.0164,1429497.617,2995.826905
67150.06069,6.442420803,7.842278374,3.01,39917.87889,1376969.929,2788.6835122
59777.37269,4.681452167,5.709652814,2.43,37836.51782,614700.7371,2339.8958442000003
62725.40054,5.960139167,7.053248076,5.39,19750.68908,780608.9935,2941.9744228
65533.41492,5.948015641,6.727120954,4.37,25002.19225,856548.9441,2636.1362862
78293.70356,5.967157157,6.600855739,2.23,47125.53294,1656080.089,2304.2567217
74371.33688,6.720799207,6.728642775,4.27,33186.70176,1249914.079,2929.5928325
56664.40439,6.924423085,6.236005985,2.13,28364.28666,817460.4216,2485.8017955
60058.90615,6.367112535,5.982669477,4.38,33581.82371,990893.1601,2528.8008431
63757.05147,5.805475824,8.084123474,4.1,27244.43911,972079.5876,2945.2370422
81026.60678,6.27811119,8.133307932,4.29,24407.24318,1349989.647,3201.9923796
83683.36054,6.083634063,7.167066817,3.48,38399.83571,1303542.283,2983.1200451
56103.917,4.725540703,4.129733361,3.4,41330.60856,593766.1848,1872.9200083
67454.2131,4.832160529,7.573134684,4.1,49237.40432,1243918.811,2899.9404052
67631.23514,8.301924703,6.491297609,2.32,24624.6478,1395855.656,2674.3892827
52988.0296,6.995183898,7.098708924,3.44,37791.01751,1112314.303,2592.6126772000002
59549.91391,6.609092096,5.943765122,2.34,14906.24662,850010.1816,2377.1295366000004
58832.50404,5.819522121,7.559578681,5.13,30200.10651,931787.6179,3172.8736043
76717.37134,5.44085015,6.061395449,4.45,34944.0686,1011140.799,2618.4186347
73422.8322,5.327629541,4.69394693,3.42,50997.64971,1190442.123,2071.184079
59128.31877,5.88630988,5.571042791,2.23,45592.38758,916140.2212,2386.3128373
65614.78487,5.343725251,7.610386208,6.5,39353.68393,1222045.091,3258.1158624
68851.402,7.060172147,6.771951062,2.34,22121.54729,1232156.012,2417.5853186000004
43531.85659,6.451254749,6.885661622,2.14,37388.8526,652752.9727,2733.6984866
53763.52801,7.336375104,7.533218756,5.15,32306.66852,1219846.919,3215.9656268
68948.40633,8.485443766,8.258065887,5.06,40078.54357,2050988.497,3446.4197661000003
70795.29885,6.210044557,7.582601532,3.35,29887.45168,1359052.846,2988.7804596
72443.69473,5.045013623,8.000120823,6.22,31190.6707,1308773.078,3202.0362468999997
82781.64934,5.668081747,7.511383044,4.14,39587.95296,1573998.902,2968.4149132
67428.64356,5.494795166,7.565060629,6.36,40897.02521,1182980.604,3162.5181887000003
65841.30879,5.587064649,6.490281845,2.07,48253.27664,1029861.623,2373.0845535
72257.50957,5.046905795,6.713334011,4.32,33543.04806,1085943.076,2604.0002033
74243.74684,6.25881632,7.802437608,4.27,40328.23344,1713351.394,3081.7312824
71758.58762,6.17278582,6.909676901,2.2,42115.14602,1297619.348,2519.9030703
67511.12733,6.671741423,6.801278162,3.36,23162.54734,1096052.868,2699.3834486
71301.00707,7.281558213,8.452274921,4.03,44869.50695,1920527.53,3246.6824763000004
55784.47534,8.118399939,6.176659565,2.34,29304.17222,1035171.06,2555.9978695
66840.69532,6.705514007,7.044911118,6.28,32705.94933,1218011.061,2955.4733354
58098.04984,7.356870637,6.449420818,3.42,43299.01077,1106705.011,2584.8262454
66252.14479,5.238126269,5.709671826,3.14,33656.23096,664978.8738,2139.9015478
73226.20051,6.723350218,7.194271726,4.03,30464.04404,1316129.309,2669.2815178
70138.51256,6.319456523,6.599789184,4.37,33434.11259,1398760.047,2555.9367552
65041.69131,6.202875145,6.088335078,4.17,14486.82595,759799.8758,2579.5005234
68167.07984,5.981856487,6.658310366,2.47,13977.62978,776906.3269,2624.4931098
61300.75352,5.662525533,7.869698636,4.42,29408.94639,971928.9869,3260.9095908
65175.54822,6.578546624,6.711383337,3.45,29829.0628,1180091.498,2658.4150011
79037.52157,6.043842699,6.572367699,2.24,30037.99135,1201785.667,2540.7103097
75985.80472,6.439202554,7.385555041,5.34,50003.08659,1591234.773,3126.6665123
35963.33081,3.438546514,8.264121726,3.28,24435.7773,143027.3645,3141.2365178000005
65069.90172,6.169046083,5.729563124,3.45,36778.29264,1091143.399,2166.8689372
60712.19769,6.266859797,7.010051889,3.29,47783.30489,1249173.691,2685.0155667
77456.1916,7.188786556,8.038649955,3.29,45581.92161,2002028.632,2868.5949865000002
61370.32349,6.529605446,6.606743697,4.3,20600.511,824540.8964,2620.0231090999996
79863.28594,6.697263672,6.376060218,3.05,35048.26334,1511526.921,2414.8180654
57980.95419,6.150067074,8.195579098,6.31,25053.9749,994257.5352,3403.6737294
63600.68699,7.403052279,5.728417583,2.03,53539.19695,1345296.554,2313.5252749
62113.52207,5.000496142,8.328555995,6.02,29401.14446,1166399.672,3274.5667985
82810.89479,7.089076786,6.806536055,4.39,39779.64723,1820981.219,2905.9608165
69380.83777,6.185505942,6.115470081,4.16,25327.6867,1023965.403,2495.6410243
69632.04046,4.691106301,5.563805068,2.22,34641.56508,889385.9016,2118.1415204
60377.60711,3.987009788,7.035223614,4.06,29114.28814,616738.2083,2956.5670842
82103.49934,6.650746733,7.343427611,6.19,49015.28465,1784260.849,2963.0282833
49856.2305,6.81845289,7.080153739,5.38,51528.83585,1050541.314,3117.0461217
68386.9825,6.758728424,6.808714574,2.11,37894.64968,1389223.607,2393.6143721999997
78288.95759,6.401757145,7.912674755,5.17,29197.3365,1423908.258,3023.8024265
60762.46566,4.76898851,8.298090336,3.05,46303.3646,1069238.5,2910.4271008
58913.30315,5.482266406,7.99448863,3.21,45563.71701,1007856.266,2983.346589
65580.05597,4.632527413,6.561204277,3.0,48220.31523,924346.1648,2520.3612831
77021.4165,6.269371897,7.665643101,3.35,27855.39454,1453312.468,3111.6929302999997
78276.57243,4.386270795,5.218507156,4.27,21371.92379,782656.0804,2167.5521468
71336.15008,4.893013125,7.701407169,3.22,25377.13674,803689.1519,2818.4221507
77528.123,6.860067598,7.739400146,4.26,23976.71385,1439875.64,2963.8200438
68195.03375,6.621485857,7.801897069,6.11,26921.60365,1270869.783,3412.5691207
70834.02071,4.304375946,7.481930316,5.47,53490.13478,1347279.207,3232.5790948
94670.04592,6.926414307,8.340524425,4.41,39522.90957,2186194.793,3069.1573275
48524.42769,7.398109966,6.604115958,2.13,41554.0704,1082486.679,2606.2347874
83403.44525,7.005353144,9.404851241,3.32,26319.72001,1700109.608,3539.4553723
75219.09502,7.25142968,6.614439024,3.36,37863.58218,1623100.84,2553.3317072
68145.92039,5.474098801,5.786855348,3.22,39187.76583,943309.4486,2376.0566043999997
84913.97675,4.759494793,6.514700261,2.17,46136.0299,1409684.485,2438.4100783
82336.99245,6.553922091,6.289606881,3.06,37965.37421,1326481.675,2389.8820643
51962.16124,5.510917604,6.977103332,3.07,17403.09075,404643.6022,2767.1309996
57169.41546,5.959288964,6.373969072,4.36,47966.91683,1176655.085,2684.1907216000004
57925.0447,3.214868146,6.988817742,2.33,43867.84454,633875.9302,2737.6453226
77905.82719,5.041209203,7.881143832,6.0,29282.57381,1390251.42,3457.3431496000003
62714.55443,4.861475959,5.34005839,3.06,41998.56888,861138.1836,2180.017517
64901.03107,4.460276088,6.734748724,3.41,47452.38543,1151233.095,2650.4246172000003
51156.73943,5.594270942,6.976381319,2.39,25753.28312,686644.6104,2552.9143957
63766.77164,6.951789882,7.427873073,6.36,33036.19962,1261681.961,3009.3619218999997
61460.93949,6.682596212,7.40003792,6.21,40814.92851,1327811.343,3004.011376
61907.59335,7.017837825,6.440255755,3.25,43828.94721,1339096.077,2486.0767265
72805.14665,4.665514927,7.100443568,6.1,30874.69886,987355.9609,3149.1330704
66204.56507,5.594183137,8.589659889,5.1,36185.05006,1384478.305,3548.8979667
74548.1431,6.353116423,5.116256419,3.23,40444.19117,1168919.401,2149.8769257
76453.79463,6.221479752,5.899690352,4.22,51497.66578,1522099.831,2597.9071056000002
79354.6176,6.194584199,5.364679403,3.32,31568.89569,1260374.966,2221.4038209
70064.23658,5.360253242,4.747499792,3.12,28122.23338,857762.317,2127.2499376
74559.71664,5.17016265,6.859309643,2.2,29892.06843,1126450.426,2747.7928929
82321.73111,5.911488489,6.813649608,2.33,48616.26463,1574084.927,2658.0948824
43526.81459,6.11901907,6.274272191,2.5,39760.2064,469262.8156,2260.2816573
71769.85888,6.067195467,6.849294596,4.18,28173.39447,1114169.037,2720.7883788
89056.92119,3.410785658,7.121999355,5.5,60658.29587,1792368.627,3052.5998065
66418.43057,5.737583091,8.051738727,3.49,45319.99304,1383842.185,3159.5216181
44439.87401,5.604261416,7.824070198,5.38,37934.96743,691318.2401,2995.2210594000003
69343.00931,5.921443805,9.141241979,5.3,30113.83269,1245070.338,3535.3725937
95997.6711,6.685863208,6.993422378,3.43,47128.88099,2220799.069,2653.0267134
62616.16582,4.844336296,6.80310024,2.3,31010.22142,854815.1175,2556.930072
76393.84648,7.306675205,9.428035064,3.17,46361.69458,2092348.377,3539.4105191999997
55840.1656,4.950202585,7.650712389,3.04,30795.10799,781213.0669,2930.2137167
69882.27393,5.646557664,5.64764585,4.35,19544.75196,726883.8689,2455.2937549999997
87099.18849,6.756372213,6.400685049,3.18,44581.74758,1640990.378,2647.2055147
67716.74822,6.431119287,7.753988755,5.28,40562.18895,1535781.96,3051.1966265
69624.78634,6.565275901,7.462821323,4.18,57644.20907,1737759.05,2810.8463969
78706.67574,5.922854638,8.33451397,4.2,36414.72945,1550702.478,3130.354191
61321.58936,5.458032475,9.502520111,5.05,29888.76471,1348873.427,3606.7560333
62709.71267,5.732425466,7.060947189,3.22,34182.49617,955445.8537,2785.2841567
66300.50528,6.671579548,8.282587474,6.13,38501.9551,1467910.569,3265.7762422
75126.80508,8.008209502,7.845971202,5.09,36544.31859,1742938.776,3273.7913606
68251.83533,8.335360241,7.072024549,6.02,38203.17353,1795630.913,3111.6073647
85175.20063,7.750851661,7.271163222,3.11,3285.450538,1305972.22,2841.3489666
62381.92329,6.777764029,9.794898314,6.19,31391.26847,1433542.021,3692.4694941999996
69099.40351,5.600101651,5.40860478,3.49,37540.31003,921396.9753,2309.5814339999997
73246.82218,4.936845339,7.536187342,4.15,47332.13862,1405399.855,2922.8562026
59901.82895,5.685544439,8.043199844,6.49,30210.76466,1088548.827,3387.9599532
55038.05911,4.469567273,8.852673819,5.09,27701.02065,738030.6499,3507.8021457
69505.11151,7.352350453,10.75958834,5.14,48112.20017,2235294.718,4177.876502
67964.83178,7.025035017,6.210030142,3.27,52831.15311,1564252.526,2654.0090425999997
71112.3503,5.612677071,7.419542404,4.26,24134.414,1309937.399,2951.8627212
76759.26928,7.983741985,7.613237025,5.26,23752.36101,1660770.002,3062.9711075
82988.42745,6.099322338,8.47338077,5.12,31142.84203,1485418.102,3226.014231
71106.73804,5.460238285,5.962612283,4.39,25861.92823,886124.7256,2527.7836849
75516.46278,6.186440468,6.288751536,4.47,35521.04918,1411024.044,2728.6254608
60805.1033,4.170949099,7.347941423,3.16,31185.88333,671343.9418,2636.3824269
61865.42322,5.890156539,6.220692269,2.0,41492.18017,992585.3823,2294.2076807
64241.79223,5.328137978,7.253737124,6.01,27768.58455,944590.1588,3093.1211372
77697.23565,6.138120631,7.267847632,4.35,40523.2893,1399909.049,2775.3542896
63044.4601,5.935261391,5.913453615,4.1,32725.27954,865099.5234,2387.0360845
74102.49086,6.206707265,6.682487909,4.38,43971.51414,1394423.556,2583.7463727
62514.10856,4.931569621,6.194068363,3.35,40891.61563,813807.6997,2317.2205089
63237.56576,7.426296989,5.300989403,2.06,55849.94806,1316180.494,1934.2968209
75951.45249,5.440611043,6.999579342,3.09,31125.55873,1212205.341,2798.8738026
66803.01636,6.251245416,8.75087217,5.07,57970.24279,1769484.893,3362.261651
45347.15068,5.521608814,7.088619391,4.43,31335.59502,541953.9057,2897.5858173
67722.84636,6.89577421,7.397590147,4.27,37869.93681,1494101.445,2853.2770441
58108.48878,4.633538535,5.495635406,3.24,37642.02655,856022.8625,2243.6906218
60871.60378,6.029590406,7.282537332,6.2,38111.35302,1427842.506,3005.7611996
76087.15419,5.039400288,7.854884014,5.03,27616.09545,1228138.129,3312.4652042
73965.37027,5.121333052,6.931703177,2.0,34440.64065,1168627.651,2390.5109531
69931.4011,6.099506571,5.178628479,2.28,52079.18818,1389287.474,2155.5885437
77316.19135,4.128267302,5.715441059,2.36,51096.88855,1243981.946,2150.6323177
76896.78703,4.349592232,8.608456811,4.4,52733.98798,1584439.713,3165.5370433
76919.30072,4.778495431,7.551058857,4.05,52945.84342,1622837.353,3074.3176571
64402.12825,5.601503368,8.274193678,4.06,24965.90216,1031146.755,3004.2581034
58410.57191,7.89377834,5.908601199,4.42,31189.36407,1098518.134,2643.5803597
53427.87537,5.804315611,7.665601844,3.26,34538.75492,909781.4668,2781.6805532
73649.39696,6.471256486,5.667117321,4.07,47992.34474,1431517.439,2517.1351962999997
93455.95296,4.754963035,6.80690822,2.15,31135.51349,1636996.074,2659.072466
75843.30304,5.768478785,6.989189234,4.1,61126.73207,1658974.567,2617.7567702
62021.20355,5.951022992,8.351675153,5.19,35276.65257,1168887.459,3441.5025459000003
77064.25763,6.680591866,7.734862028,3.38,43570.94202,1720258.777,2837.4586084000002
77785.19261,4.254128346,5.865544034,2.09,43301.32596,1129408.87,2283.6632102000003
61784.06494,6.016967885,6.031560914,2.35,27725.85566,778836.9229,2482.4682742
78827.00526,5.864956336,6.465128863,4.41,32865.02798,1276471.581,2743.5386589
64767.8677,4.676070219,7.132170434,5.3,26414.74742,839426.1222,2917.6511302
51457.3763,6.011529119,6.84053592,3.46,42889.6661,794075.8615,2578.1607759999997
66233.86226,6.907393959,7.09020352,6.33,29548.18989,1372549.782,3074.061056
72196.33549,5.47890656,5.986455183,2.19,32255.9083,1084539.387,2487.9365549000004
50926.77663,4.507953424,6.154788048,4.01,33663.66924,211017.9705,2544.4364144
56086.57393,7.119264731,7.836759091,3.02,33454.08428,1186372.179,2952.0277273
68985.15274,5.754108522,8.382275147,6.45,16288.31457,1140918.805,3283.6825441
48855.85135,7.723274916,8.391225256,5.12,49890.50828,1471828.129,3217.3675768000003
63499.83517,4.397922947,6.134831392,3.39,38263.48423,803259.6126,2546.4494176
73218.35136,5.433298628,6.572988175,4.33,34818.71842,1124719.49,2646.8964525
83637.53309,6.430984273,6.257289049,2.13,25962.77118,1396401.022,2248.1867147
48879.09809,6.157261017,8.040754516,3.39,30730.40151,802274.1289,3215.2263548
77187.84835,6.269795191,6.774004675,4.0,35106.54614,1646662.911,2557.2014025
72441.37701,6.343953016,6.571655417,4.26,38368.28028,1202621.178,2543.4966250999996
57812.84383,4.312820313,7.773969252,5.1,46060.36993,1066768.0,3229.1907756
64811.17139,6.193441139,6.952699366,3.46,40549.35681,1153135.22,2796.8098098
86563.09684,5.245242456,7.984941298,4.03,44920.24555,1706110.86,2913.4823894
86586.87244,4.83694235,6.986339202,2.1,40282.03664,1543913.433,2603.9017605999998
49601.06163,4.48211105,5.617544353,2.08,33836.92806,302307.4011,2274.2633059
71920.67878,6.726672923,7.614547384,6.17,26341.09557,1134055.403,3086.3642151999998
68355.44217,7.007744694,6.610356603,4.29,38950.15522,1352756.753,2761.1069809
64350.28457,6.761202557,7.128709606,3.03,69592.04024,1772390.553,2931.6128818
61481.20521,4.822577579,7.427780103,3.4,39586.38351,1014450.654,2937.3340309
39294.03652,5.928585443,5.960675668,4.36,43183.5161,781137.4618,2658.2027004
59078.51429,6.042080099,5.921795631,4.1,34655.93991,921238.3583,2402.5386893
57972.56183,4.97877301,6.548997789,4.36,40092.5162,790555.5204,2506.6993367000005
79689.72338,5.916946406,6.784153511,3.44,38313.82892,1420648.281,2615.2460533000003
47018.06711,5.286433379,6.767379403,4.1,23925.62147,377618.9699,2910.2138209
56252.24324,5.479987314,6.404475409,4.16,44305.72216,945079.5323,2612.3426227
65741.39764,7.429961382,7.129217811,4.05,37647.66604,1630952.884,2970.7653433
53066.37227,6.75457107,8.062651631,3.23,19103.12711,1009972.083,3155.7954893
71368.04402,6.014408815,7.025588107,6.21,35376.99073,1372806.616,3042.6764321
40752.71424,5.507106334,6.503331288,4.12,41565.02608,560598.5384,2543.9993864
64296.50418,7.125630492,8.084430401,5.4,37562.54806,1484653.884,3287.3291203000003
50172.57073,6.33456811,7.346448516,4.38,32764.43591,940138.9614,3112.9345548
70564.72035,6.720829754,6.754620969,2.42,37339.5559,1354077.498,2470.3862907000002
67866.89993,5.393977714,9.359022454,5.44,43122.57418,1400961.279,3723.7067362
77106.50012,7.123866349,5.832411835,2.28,36215.15942,1426832.049,2090.7235505
74418.47389,5.667783745,6.164151449,4.32,27089.04917,1031737.385,2539.2454347000003
58002.71531,7.278803441,7.775049238,6.36,30249.03042,1244248.525,3219.5147714
63217.17243,6.981741643,5.139219089,2.07,31925.67536,1070868.067,1955.7657267
49740.18209,4.748619773,6.756554547,4.42,25545.92394,493350.0312,2755.9663641
75361.23757,5.546206589,7.770046179,3.24,23530.90631,1228323.225,3055.0138537000003
62594.97909,5.493365974,7.962687651,3.35,46459.251,1427026.945,2920.8062953000003
62212.55965,7.346083967,7.798975121,6.06,40620.663,1504664.281,3175.6925363
60610.61064,4.019356939,5.539636424,4.09,49512.90932,689155.5684,2462.8909272
82777.06932,5.23519491,7.896371961,5.26,42582.93467,1481171.234,3164.9115883
50716.04388,6.437928611,8.06369476,5.36,35879.91367,1092649.709,3237.108428
61905.95943,5.685730962,7.483381611,6.15,36380.57033,962581.6883,3323.0144833
68246.92783,3.907090367,7.175401501,3.28,24553.45987,688479.2926,2618.6204503
85174.04176,4.977651242,5.987958372,4.01,38773.02082,1363106.125,2311.3875116
63342.84981,4.999189324,6.239560863,2.36,25009.06052,826328.1084,2582.8682589
74022.05327,5.896128881,7.521358532,4.14,36533.83778,1434575.11,2773.4075596
78866.66525,6.331004889,6.83423618,3.44,39816.74911,1509422.58,2842.2708540000003
71721.42138,2.683042903,7.583527004,6.26,10704.82191,395440.2022,3397.0581012
76076.2907,6.213168556,7.953781094,6.49,46298.31611,1765809.432,3344.1343282
52568.67932,7.147855954,6.561958811,2.33,38555.06758,1135676.183,2461.5876433000003
69851.70581,5.817615375,7.629224694,3.03,19560.21349,1006227.535,2706.7674082000003
58068.9055,5.443883946,6.263176695,3.15,29519.88477,576387.1752,2400.9530085
60134.26609,4.259678188,8.337627487,3.09,39200.86657,1044615.522,3291.2882461000004
72967.54123,6.021239385,6.97573331,4.02,49140.66901,1765352.366,2904.719993
63820.39648,7.31980876,6.287213171,3.31,28737.11076,1049632.181,2543.1639513
78700.97127,6.927794005,7.266297176,4.35,35193.91648,1456969.577,2883.8891528
62806.29516,5.614666403,8.335418626,4.45,33498.93176,1331374.948,3078.6255877999997
71595.17728,6.628833582,8.050035966,5.26,37271.15603,1779874.754,3291.0107897999997
85441.48887,4.798258666,7.127673979,6.13,46302.40159,1601152.932,3097.3021937
86562.17887,7.188637589,7.360455285,5.19,32621.10485,1702528.794,3095.1365855
74646.84656,4.530556542,6.451146228,4.36,36679.18743,1123765.346,2611.3438684000002
63686.25989,5.938427862,8.763599419,3.49,18163.77362,1042144.231,3351.0798257
60530.7319,4.436177367,7.670800219,4.3,34043.22655,869026.582,2926.2400657
74826.30556,5.505002199,7.399877695,6.08,32639.63803,1352993.625,3153.9633085
71639.29691,6.569124436,5.614572016,3.44,28995.09305,945931.1936,2506.3716048
81439.20002,5.809960591,7.282240151,5.26,37565.54052,1653381.313,2848.6720453
85297.19886,4.861034546,5.596366581,2.26,28319.63343,1258957.62,2305.9099742999997
64044.18962,4.581613523,5.875689352,4.1,32940.79478,724121.6734,2300.7068056
67828.47986,5.018114508,8.636107723,5.17,34981.394,1067871.687,3524.8323169
60028.08245,5.121560597,6.173060324,3.29,36651.51947,842235.8034,2524.9180972
63700.26247,5.375149492,7.723659864,6.2,38397.56695,954154.2069,3272.0979592
74010.16361,6.447052039,6.245523075,2.04,46239.17013,1356691.387,2361.6569225000003
67094.19707,5.346436832,7.374606574,4.18,30022.53717,1202992.884,3001.3819722000003
66714.67588,6.928767557,7.907488631,6.0,53185.20035,1502447.917,3307.2465893
72745.45473,7.642474303,7.083621576,4.14,53000.76809,1947338.44,2877.0864727999997
79923.81188,4.971327902,7.00318762,5.48,33828.45488,1153516.919,3124.956286
48510.91013,6.410976784,4.729553626,3.22,31451.09301,414165.2204,2105.8660878
50534.34598,6.664544241,5.014301356,4.18,26627.38647,723089.9525,2380.2904068
55543.52009,6.793799381,7.87230271,5.41,40063.4211,1193482.503,3341.6908129999997
85466.39026,5.594194544,4.794561406,3.19,38191.03227,1380602.556,2245.3684218
48735.92451,5.543729665,6.091906,2.43,19682.34729,151527.0826,2234.5718
76388.55196,5.588038153,6.845532332,2.2,36841.17614,1114729.725,2549.6596996000003
